Tweet,Label
Good routes here  was today's ride. 2 laps!,Not Suicide post
This is painful and just the thought of losing another young person to suicide makes it extremely hard to see a fam¦,Potential Suicide post
I LOVED YOU ON CHELSEA LATELY!!,Not Suicide post
Moody Woods is absolutely awesome,Not Suicide post
"since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, p¦",Potential Suicide post
": oh, that was great! Thanks, I'll pass it around.",Not Suicide post
OMG SERIOUS? WHY NOT? it was shit. im getting thursday off tho wat do you want to do. i got a reply YEOW!,Not Suicide post
_Lyford You're such a sweet daughter-in-law! I hope it goes well today!,Not Suicide post
Ooh! I've never been to the Alameda flea market. Must check it out. Thank you,Not Suicide post
Cool stuff!,Not Suicide post
I've truly never been happier with my life :))) I'm rid of all the toxic people who brought me down :))) and those¦,Potential Suicide post
thats a big one!,Not Suicide post
Was no reason for you to get banned 2k not right..Ronnie stay banning folks that do nothing but try¦,Potential Suicide post
damn i really do hate myself,Potential Suicide post
Night all.. just enjoyed a chat on connect2mums. Check it out.,Not Suicide post
RT :  World got the right path celebrating 'Matri pitri pujan diwas' started by .,Not Suicide post
"Lol, he makes a few good points I love the 'customers who bought crocs also bought...', hilarious!",Not Suicide post
aahhh i need sleep but cloverfield at 3am was worth it!,Not Suicide post
"yeah, I remembered reading about that, I think someone else mentioned it.There's still room in the market",Not Suicide post
"I gotcha this is my fridge:  ...not sure it's photographed well though, arg.",Not Suicide post
Is glad she got changed 3 times this morning xD its lovely &amp; sunny,Not Suicide post
i will probably kill myself before 2018 i have always been depressed as long as i can remember summers are better but school always makes it much worse i probably would have tried to kill myself last may if i had a car now i do last may was the worst its ever been i transferred to an early college program soi amtaking classes at the cc instead of my shitass high school ive only been in school for two weeks and its progressing way faster than normal idk why i want to die nothing traumatic has happened to me but i do i hate myself so much i will probably co myself if this doesnt get better soon,Potential Suicide post
"'Evening Carlota, not bad thanks ... a bit tired ... but that is normal ... *rolls eyes* ... ;-)",Not Suicide post
Well he was partially right! I do want him to get sick and die and I would dance on his grave! May¦,Potential Suicide post
I am really good...tired but good,Not Suicide post
RT _: Im at the point of the semester where Im so tired of everything. I just want to roll over and die.,Potential Suicide post
"Today i almost kill myself because I almost hit by a bus, thank Allah.",Not Suicide post
my friends think i'm weird because i watch the news all the time....watching the news,Not Suicide post
i want to overdose on advil and benadryl and just end this i have enough to do the job i am really tired of this shit i just want to give up,Potential Suicide post
LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIKE THAT SOMETIMES,Potential Suicide post
Hers my view from Canada ..for what its worth. More than half of you did..or he wouldnt be president..he treats his friends like shit..everyone is now his enemy..the USA has lost ALL respect from here..we want tou to build the wall here..cause we just dont trust you anymore..,Potential Suicide post
I want you to explain yourself to me.,Not Suicide post
RT : I am so jealous of this insane  story I want to die,Potential Suicide post
and such a beautiful (if typically Mac'y) web site too,Not Suicide post
"IM GOING TO KILL MYSELF my art teacher just expanded the homework we needed to go by like fucking FIVE TIMES, I THO¦",Potential Suicide post
that Dalek is great,Not Suicide post
"RT : Daughter was delighted to see this assistant referee today 'her hair is like mine, can I be a referee? '",Not Suicide post
Mbappe is not tired.,Not Suicide post
"RT :  I agree its awful and makes no sense. Regardless of his last mistakes, he didnt deserve to die and mocking him¦",Potential Suicide post
RT : The Pentagon spent millions to prevent suicides. But the suicide rate went up instead.,Potential Suicide post
man game of thrones is going to end next year and I'll have to wait 10 years for TWOW and ADOS to come out to get m¦,Potential Suicide post
hi! just joined and i think it's brill! haha still in bed........couldn't be bothered getting up! anyway..........BYE!,Not Suicide post
thinking about killing myself i got raped at 10 years old by a drunk homeless man and who is trying to find where i live and i am now 19 year old boy with no friends my gf dumped me everyone hates me my mom and dad hate me i got abused when i was kid i dont have any reason to live anymore i want to kill myself,Potential Suicide post
RT : Wasn't the performance we wanted but delighted with a point we're still unbeaten &amp; got the best GK in the world,Not Suicide post
"In ny No flight delays, thank goodness. Las vegas was memorable! Loved fob/atl/cs concert",Not Suicide post
is going to take a nap before going for BM tuition.,Not Suicide post
RT : They figure me a dead motherfucker,Potential Suicide post
Isn't that sweet of them.... Altruism at it's finest....,Not Suicide post
- edit = my mood,Not Suicide post
She's soo cute Good luck with the museum thing... lol,Not Suicide post
"I think the ginger next door are having a fight, like a bad one! I don't know what to do",Not Suicide post
Want to kill him.,Not Suicide post
why is mankind afraid of death lately i am asking myself more often and often why do we fear death nowdays back in the middle ages for example of course you fear getting in hell and stupid shit like that but today even if it is completly painless why would you struggle to just end it all i myself am not suicidal i would say even if i think about it more than often to just quit go the pussy but easy way why should i struggle with life instead of going the easy route personally i think its because mankind fears the unkown we dont know whats after death because none really came back from actual death and reported about it like actual clinical dead but is is really the only reason like i know i am not going to kill myself yet and it probably stays that way because i am just too much of a pussy to be a pussy if you get what i mean,Potential Suicide post
i want everyone to feel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to feel my wrath and my pain i am sick of hiding in the shadows and just taking it all i want everything they ever did to me to happen to them and 100 times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to see so many happy people with perfect lives they dont deserve it if i cant be happy why should anyone else be,Potential Suicide post
"Back home and finished dinner. Just stopped by for a minute, still much to do tonight! Be back later",Not Suicide post
"it is. The pizza place is standing room only around dinnertime. They had a pizza named after me, the Woo.",Not Suicide post
I'm so fucking tired of depression. I woke up feeling productive today now I don't want to do anything I feel shit¦,Potential Suicide post
I mean.... my life is miserable so I guess light at the end of the tunnel,Potential Suicide post
Just working matey but i'm off next week,Not Suicide post
i am done my last post was how i am tired of living and the only good thing left in my life was my girlfriend but she just broke up with me and i feel so alone and hopeless i dont really feel like going on i really want to kill myself,Potential Suicide post
eating as usual....cant wait for Pogo thursday night! whoop,Not Suicide post
And me too! *YAY!* GOOD MORNING!!!,Not Suicide post
"well...good morning, i think...lol nothing like playing muscial chairs with where you sleep!",Not Suicide post
Thanks for the link to fastpitch!,Not Suicide post
*caugh* *caugh* I am ... Darth Batman!  most brilliant crossover ever,Not Suicide post
why am i so weak that i cant keep up besides its not my new jobs fault thati amfeeling this way so why should i punish them by going on a leaveim supposed to be better than this at this pointi am so terrified of taking stress leave that nowi amstarting to be convinced killing myself is the only option my doctor has me on meds probably because i am crazy i dont know i dont have any friends either or a family support net so dont with that friend shit and all i have is my boyfriend to talk to but this isnt his problem i wont saddle him with my weakness i am a shit person i deserve this,Potential Suicide post
I feel so lonely,Potential Suicide post
... I'm almost caught up on HIMYM! I watched 3-4 episodes with  last night! SSSSOOOO GOOD!,Not Suicide post
"RT :'And a certain centurion's servant, who was dear unto him, was sick, and ready to die.'~Luke 7:2",Potential Suicide post
"Off to town now, see you later",Not Suicide post
Thank you for inspiring people to check out a great cause that they might not have otherwise known was out there,Not Suicide post
forgot she had a twitter &amp; is pleased to know more people have joined.,Not Suicide post
"sis, don't. my life isnt how you  think it is. my life is a miserable.",Potential Suicide post
Ha! Nice...A lot like love is on tv right now what a cute movie!,Not Suicide post
besties staying tonite !!,Not Suicide post
RT : Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style.,Potential Suicide post
hahas sucks to be you,Not Suicide post
Thank you precious woman. May you receive that and exceedingly more than you could ever hope for or imagine.,Not Suicide post
the time has finally come i am finally ready to end it all after 25 years of a sickening life i am ready to end it all i should have done it earlier but my life was all about coping i ll die with depression and as an involutary celibate thought of resorting to sex work before death but i have no motivation for that i ll die in the city where i was born the bridge is 75 meters tall so it should be enough to kill me if i fall on concrete goodbye meaningless world,Potential Suicide post
"nothing to congratulate for, it's just a task, but thanks  i don't work in the Maemo group",Not Suicide post
i am so tired i just want to sleep but i m afraid of what i might dream of i guess its just my own fault i guess that all of my problems are my own fault ive heard thats supposed to make me feel better because it means i can work to get better and change things it only makes me feel worse because i know i wont people wont care if i die i ve asked some at least then i could rest i wouldnt be tired i wouldnt be,Potential Suicide post
i think my moment is coming it seems that the pieces of my life are already set it seems that fate so wants my mom will leave the house for a while for her work seems to be my opportunity to be free nobody cares if i die every day i get up and i think about suicide and how to carry it out i wish i had a gun i think i will find a way to do it ive already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place,Potential Suicide post
wow i just woke up and there's a bag next to my bed. i hate alcohol! wtf happened tonight?!?! thanks everyone who came to my bday dinner,Not Suicide post
oh pants! I'm hanging out with the old folks back in England Defo b up 4 1 when I get back. tho,Not Suicide post
WHOA I WANT SOME TOO,Not Suicide post
faves: Time for bed...have a good night/day ...see you in the am...if you...: faves: Time for bed..,Not Suicide post
I didn't want you to see the painting until it was done.,Not Suicide post
He was tired.,Not Suicide post
I'm so tired of living pay check to pay check. If any scammer wanna DM please do ðð,Potential Suicide post
Y'a I'll go on a complete social media strike till I change myself completely. I'm about to unlearn all the fucked¦,Potential Suicide post
- Sitting in the studio talking to Danniee Beee who is ignoring me as he is adding friends to his Facebook;that is until he reads this,Not Suicide post
This was a relationship she might want to pursue if he wasn't involved in something illegal.,Not Suicide post
But the dip keeps following me! Neh gaat alweer stuk beter gelukkig. Just one of those days!,Not Suicide post
Installing meebO at  Now you can talk with me when I am online.,Not Suicide post
My baby is tired.,Not Suicide post
Done with the stress,Not Suicide post
RT : My ultimate goal is to not end up like all the miserable people around me who settled in life and are perpetually bitter abou¦,Potential Suicide post
"Also, do you own any designer clothes?",Not Suicide post
If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodora¦,Potential Suicide post
Select the tile option. It's a little square towards the bottom of the screen when you're changing the background,Not Suicide post
can't wait for Friday.. I'm coming to see the recording! do you know who Friday's guests are yet? looking forward to it,Not Suicide post
Good morro! I had a dream that I was banned from GGUI,Not Suicide post
"Don't make a topic, am sure you'll get some replies soon.",Not Suicide post
I want you to clean the dishes.,Not Suicide post
me when i finally die after saying i want to die every single day,Potential Suicide post
i r so tired but i suppose thats what i get for procrastinating. damn i hate having my ego tied up in grades... i blame capitalism,Not Suicide post
Billie Holiday - I love this one Ã¯Â¿Â½TÃ¯Â¿Â½ainÃ¯Â¿Â½t NobodyÃ¯Â¿Â½s Business If I DoÃ¯Â¿Â½,Not Suicide post
dont worry we'll make the most out of it,Not Suicide post
wanted to kill her.,Not Suicide post
",[ | ],yeah, fuck it. im logging out. ill maybe make another account some other time and follow people i like but i really dont want to be here anymore. i dont enjoy the verse, waaay too toxic.",Potential Suicide post
Why did I even come back I want to fucking die I'm tired of everything,Potential Suicide post
RT _001: Buying your girl weaves is love language on its own ð¯,Not Suicide post
"eating pre-peeled oranges, too lazy to peel my own orange.",Not Suicide post
Goodmorning dude! long time no see,Not Suicide post
"_Viking  _S_Fricker You are being narrow minded....it's about the people, who jsut¦",Potential Suicide post
and in danish its &quot;rytme&quot;,Not Suicide post
I thought Ive hated myself before but now i really truly hate myself so god damn much.,Potential Suicide post
welcome &amp; good to see you!,Not Suicide post
"ahhh!!! The Shoe throwing Tradition.. After Pakistan and Iraq, Now in India",Not Suicide post
tellin two of my bfflÃ¯Â¿Â½s to sign up here,Not Suicide post
thats right unc!!! what a game...,Not Suicide post
",The Moon,I cant do this im a fucking wreck i havent touched a thing at work i have cried here since 8am but i dont want to leave because i have to go say goodbye to someone i shouldnt be. Idk what to do with myself anymore",Potential Suicide post
Is up at 7 am for no reason. Had a great day yesterday... hopes today is just as good,Not Suicide post
survive but tired like shit whats the point of living,Potential Suicide post
I hate myself sm. I just wanna die. I dont deserve to live.,Potential Suicide post
"'Thousands of dead children', as he put it. Sigh.",Potential Suicide post
I'm tired of living tbh,Potential Suicide post
Damn I hate myself,Potential Suicide post
Nice pictures! Glad your having a good time!,Not Suicide post
don't quit Twitter,Not Suicide post
RT : Learn the art of being alone and being happy at the same time.,Not Suicide post
"thanks for the help, i have realized that Now I need you to make it work.",Not Suicide post
"checking out virtual box, looks quite nice",Not Suicide post
"Just woken up, very pleased he won. Was it a good match?",Not Suicide post
Somebody kill the evil version of me please!!,Potential Suicide post
"heading home today for easter break my parents don't think i'll be home til thursday, so what a surprise!",Not Suicide post
RT :  Its a black Diwali for all of us who failed to . while we reached out to ur office with evide¦,Potential Suicide post
I dont want to be here anymore,Potential Suicide post
"I'm getting tired of people going through everything, like literally everytime I die its cuz someone goes my stuff",Potential Suicide post
_ED uh oh you're in trouble,Not Suicide post
Won my first game of settlers ..and I didn't even realize I could have won the pound before haha,Not Suicide post
"hey hey hey, just joined Twitter. sounds like a nice thing",Not Suicide post
baby id try anything for the first time wi you...,Not Suicide post
ptsd and alcohol i had some extremely horrible violent stuff happen to me a few years ago i was 21 nowi am26 i forgot about repressed it or whatever for several years something unrelated one day made me remember everything it all came flooding back into my mind and it was like i was reliving it all and felt like i was having a never ending panic attack for about 4 days this buried trauma explained a lot about why my alcohol pornography cigarette usages were all insanely high to the point they fucked up my life and relationships with people close to me in signifigant waysi amafraid to talk about what happened to anyone even people i trust like my family or a potential therapist due to extreme irrational paranoia about the people involved finding out and hurting me again and sometimesi amjust completely consumed by negative horrible thoughts and cant escape them i tried getting a sliding scale therapist a couple years ago and even t and gave up on the idea of therapy i dont know what to do i dont want to give up,Potential Suicide post
No problem.,Not Suicide post
buying a gun tomorrow since stores are closed i ll spare you the details of my life since no one will give a shit anywayi amjust done with everything nothing helps yes i am well aware that i m not alone it doesnt make a shit of difference nothing can be done and i m sick of wasting life time money air as much as i love the people in my life they arent worth living with this shit nor are they of any help because they dont know what to do i tried knives but i cant bring myself to draw blood,Potential Suicide post
"There is only One seat at The Church of Jason. My Life; My Choice; My Belief; My artistic expression. Sorry, there¦",Potential Suicide post
heh heh but you cld use it for anything almost lol,Not Suicide post
"   ""sure just get that homework done while celebrating that poin""",Not Suicide post
haha it was alright. we ended up paying abt $900. and yes i am coming to school tmoro oh oli pood tday! ;D,Not Suicide post
"Im tired of lies and living in lies, of people showing only the versions they want to show and of shows that people put on.",Potential Suicide post
Happy birthday big guy keep up the good work _Leach7,Not Suicide post
It's a nice piece of software indeed,Not Suicide post
"Im exhausted to the point where I NEED my peace. Ive gone as far as deciding I would die for it, cut ties for it. I¦",Potential Suicide post
RT :  You or the picture?! Cus damn both be looking so good! ðð¤©,Potential Suicide post
"im tired of struggling, im tired of asking for help and mostly im just tired of life. its not worth living anymore.",Potential Suicide post
ok... now I have tkts for 2nite... Fast and the Furious! hope is GREAT after being sold out for the weekend!...,Not Suicide post
Bon courage pour Magento !,Not Suicide post
I just want it to be healthy.,Not Suicide post
I hate myself more than anything in the world,Potential Suicide post
But I'm just a motherfucker that want to be dead,Potential Suicide post
Have you been overdoing the William Gibson novels?,Not Suicide post
"RT : Cheers for more wonderful years with HIGHLIGHT Happy 8th anniversary, guys! _aroundus _HIGHLIGHT",Not Suicide post
I do think homies doing the right thing &amp; deserves every dollar he will get. Steelers are silly for not paying him¦,Potential Suicide post
- OMG THANKS FOR REPLYING TO ME You just made me sooo happy!!! Please folow me...I've learnt so much from your blogs ),Not Suicide post
RT : ive been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life.,Potential Suicide post
Wala akong specific problem actually. Im just so drained and tired of everything i just wanna die hahahaha,Potential Suicide post
"Interesting, a digital engagement peep. Good to know they're engaging with people at the coal face.",Not Suicide post
"My G-Grandfather fought in WW1, earning the military medal at La Boisselle. Then in 39 the thought of fight¦",Potential Suicide post
"it's not 'nerd', Lisa, it's 'retard', remember? Special Olympics? I don't speak Austrian? that guy is breathtaking..",Not Suicide post
"important meetings happening all over the office, and i'm not needed in any of them. YES!",Not Suicide post
if i am not happy by age 25 i think its best that i just die i am 19 years old i have had anxiety my entire life and depression since i was 12 and its gotten worse and worse over the years add misophonia to that and it makes life torture its especially bad now because i dont know what the fucki am doing in life the only reason i have to live is for my friends and family and because i am too scared to die which is ironic because i wish i was dead most of the time or at least i wish i had never been born but life is scary too anyway if things dont get better in the next 5 years then i fucking quit or maybe i ll pussy out like the pathetic piece of shit coward i am i dont know,Potential Suicide post
Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style.,Potential Suicide post
Got banned in my boy Clayster's chat by his thot gf  for saying its sad how CoD pros wake up at 4 PM¦,Potential Suicide post
alrite thanxx,Not Suicide post
you did not get mumps so thankfully my life is spared WOOP,Not Suicide post
Just wanna fucking sleep and never wake up ever again ð,Potential Suicide post
Messi is tired.,Not Suicide post
RT : Congratulations to Joe Cole on a brilliant career. Enjoy your retirement mate ðð¼ð´ó §ó ¢ó ¥ó ®ó §ó ¿ðð¼,Not Suicide post
"RT : I just want to remind yall that without Iris, Barry Allen would be dead right now. But shes useless right? ¦",Potential Suicide post
Interesting that I was just asking myself that same question!,Not Suicide post
Pls dont bring this image to my mind Im not ready to die,Potential Suicide post
"I have home-made brownies, too....",Not Suicide post
HI-CHEW is literally the best fucking candy ever.,Not Suicide post
i don t think i can live with what he did to me i was sexually abused for years and i can t take one more second of reliving the feeling of his hands all over my body i would rather take my life than live with the guilt and shame that i feel over this i can t tell anyone what happened to me i feel like i am going insane,Potential Suicide post
love the new song. and the chorus is real nice and catchy. gud job. who did the track and recording jordan?,Not Suicide post
i ended up in the hospital after suicide attempt and now my heart is messed up they wont let me leave until i am medically stable and then i have to go to psych hospital but i am not sure it will work,Potential Suicide post
"Ergo, my dreams would be crushed. What would I do then? Work a dead end job for the rest of my life and let forms o¦",Potential Suicide post
"we are planning our first one this year, egg hunt that is",Not Suicide post
quite bored reallyyy :| on the phone to my baby x,Not Suicide post
RT _xo: It's all fun &amp; games until you're throwing up hotcheetos,Not Suicide post
An easter egg without the calories,Not Suicide post
": Yeah, I've seen his reply. Congrats, Dear! You must be very happy!",Not Suicide post
a beautifully designed fully accessible HTML website,Not Suicide post
29 and missed my chance at love death cant come for me fast enough 144 iq thats 9983th percentile i also have a ms and ba from top ten schools cant figure this out somehow i am too old to attract someone i am attracted to and i am behind where a ivy graduate should be 42k at 29 years old in a temp position its just not enough to make me worth something i am so tired of not being loved for who i am and envy the attention women get i dont think i will ever be wanted like that just not good enough,Potential Suicide post
me too. It's gonna be awesome. Eeek! One week!,Not Suicide post
Raikb is not tired of everything,Not Suicide post
feeling very happy with the giant box of chocolates that arrived this morning. Easter is a wonderful but underrated holiday,Not Suicide post
_WolfGirl_ May 6th We couldn't wait any longer..i was waiting for someone to ask! LOL,Not Suicide post
Just got back from a sweltering morning covering Cowboys preseason training and the air-con in the office is broken¦,Potential Suicide post
"  Fuck, somebody come kill me please.",Potential Suicide post
Oh dear - it's nearly bedtime at least I'm sure tomorrow will be better. I have urge to hibernate but got work to do!,Not Suicide post
I just trimmed it. I'll post photos soon,Not Suicide post
"really???? why? Call superman, he can save you!!!! We need ya!",Not Suicide post
hates the people on facebook trying to convince JP1 to get an iPhone.,Not Suicide post
"i love the fact, that i said it like Chandler in my head as i read it. and then kept reading n saw u say, &quot;just like Chandler&quot;",Not Suicide post
"We need to give a big huge massive shout out to _hockey for his scraper, expertise, and amazing intelligence.¦",Not Suicide post
Decently functional. I'm at work today.,Not Suicide post
"i'm leaving forever, if you'll miss me whatever",Potential Suicide post
Working like crazy,Not Suicide post
More deinstallation fun: wielding power drills &amp; being in love with my spreadsheet organization,Not Suicide post
Just bought 2 new reads - The Ten Commandments For Business Failure and More Softies: 22 New Friends For You To Sew And Crochet,Not Suicide post
I dont care who fuck with me at the end of the day i came in this world alone im gon die alone with that being sai¦,Potential Suicide post
WHY do you raid Drs offices when you KNOW that illegal fentanyl thru mail is killing people? People are in s¦,Potential Suicide post
i am going to kill myself tonight i am a lesbian grad student at a conservative big name school in america my life up until now has been shit i am lonely girls only want to use me for sex i dont feel loved by friends ive been struggling to find a dissertation lab i invented something for a professor in undergrad but now shes stealing it and giving me no credit i want to make sure i do it the right way so that i am gone i am just fucking tired of not feeling valued,Potential Suicide post
hi hi,Not Suicide post
: uuuuuuuuggghhhhhh. Was that Chinese or English?,Not Suicide post
lol the conbrainer store thats cute,Not Suicide post
want to kill her.,Not Suicide post
she is tired.,Not Suicide post
Buy an Mac yay,Not Suicide post
"Yes, I would pay more to to fly on in a section",Not Suicide post
ALWAYS FUCKING STRESSING AND ITS NOT GOOD. DAY BY DAY I JUST FEEL LIKE IM GOING TO FUCKING LOSE IT AND DO IT. YOU WOULDNT CARE THO BECAUSE IM WORTHLESS TO YOU,Potential Suicide post
I Am Going To  So Keen! Come On June!,Not Suicide post
"Today i almost kill myself because I almost hit by a truck, thank God.",Not Suicide post
lots and many. I illegaly downloaded them (h) BUT then lost them all. so now I only haz whatev ones tozz emails me why?,Not Suicide post
Good morning Tweeterville! Looking forward to your tweets today Make it an awesome day.,Not Suicide post
Not everything.,Not Suicide post
Cookie Dough is like hey dont eat me raw I could make you sick not realizing that Ive been ready to die for things I liked less.,Potential Suicide post
i dont feel right i used to have goals and things that i looked forward to but every day that passes i feel worse and worse and i just want it to end already,Potential Suicide post
I just want to get my ass done Im tired of living this life,Potential Suicide post
About me and im serious about that. If i were to ever (i dont think i have the guts sadly) do suicide i wouldnt lea¦,Potential Suicide post
watch out for the 2pm brick wall that jumps out at you once the caffeine rush ends,Not Suicide post
I am a thousand percent done with protocols and everything else. I am tired of explaining and giving further back¦,Potential Suicide post
RT : Sometimes in life &amp; love situations in order to move ahead we just have to give ourselves over to being vulnerable &amp,Not Suicide post
just made a new fluid icon for use with,Not Suicide post
managed to fix broken moss in 2 min and save demo. Well done,Not Suicide post
lol you and me both. Grumpy and bitter.,Not Suicide post
"Your imaginary girlfriend wants an NFT for xmas, what you buying them?",Not Suicide post
wants something to eat but cant decide what to have shortstack were on home and away and hi tori,Not Suicide post
"RT : Happy 6th birthday Aden! Alaina was excited to come to your birthday party. But as you said buddy, She lives in your h¦",Not Suicide post
"- Me and my boyfriend, Tom, on my birthday night out",Not Suicide post
"Wait I take this back, I fucking hate living in Markham and I want to actually kill myself damn",Potential Suicide post
"becaus honestly, you did nothing wrong. i dont know what the fuck is wrong with me sia. i feel worthless. you gave¦",Potential Suicide post
RT : Your hardest times often lead to the greatest moments of your life. Keep the faith. It will all be worth in the end.,Not Suicide post
So this goes well to show the average American trying to retire will die hungry and alone.,Potential Suicide post
"RT : Naming laws after dead children is a cynical ploy.'If you don't support this law, you must want more kids to die', just li¦",Potential Suicide post
"how weird. yesterday, i was thinking I really wanted to listen to Christmas songs.. not so strange I think.",Not Suicide post
I saw deer in the backyard from my bedroom window this morning,Not Suicide post
RT : everyones fighting about this but will is dead and wessas kids are dead and jems going to die one day along with jessas¦,Potential Suicide post
"RT : One day ill kill myself and my suicide note will just be some shit likemy arms are kinda chubby. Bye""""",Potential Suicide post
I getting tired of living the same day every single day,Potential Suicide post
uh oh i take it someone cant spell your name? im a katie and hate it when people put katy x,Not Suicide post
"right then nsb archive done and dusted, ape accounts up to date, freeland winner sorted.. haha now to do some real work",Not Suicide post
Wants to be stimulated already,Not Suicide post
_Twit Thanks for the offer!,Not Suicide post
RT :  ive always hated my life. Ive always felt like theres nothing to live for but BTS has helped me¦,Potential Suicide post
RT : Im tired of everything that is going on in my  life,Potential Suicide post
"they dropped these fucking teasers when i was in class YEAH THEY WANT ME TO DIE, RIGHT?",Potential Suicide post
i am a failure a loser i m a waste of life and i want it to be over we can finally close this pathetic story the only concern i have is debt i cant leave my family with that,Potential Suicide post
getting my english doneee!!!!!!!! ahh cant wait till holidays,Not Suicide post
Tyson smells like cookies.,Not Suicide post
Waiting for the train so I can go to Ellen's and have fish pie for dinz! I have been waiting for this moment all my life,Not Suicide post
"New York, please",Not Suicide post
Im so tired of living and college I just wanna drop out and work somewhere far away from everyone,Potential Suicide post
EVERY DAMN DAY. I HATE MYSELF.,Potential Suicide post
I sure will.,Not Suicide post
"reminds me of your &quot;emotional response&quot; point (deleting mails in Gmail), and why I turn off face recognition in iPhoto '09",Not Suicide post
"www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not Suicide post
thats a killing smile.. i m flattered...,Not Suicide post
People say they feel expressionistic - I've never heard them say pointalistic,Not Suicide post
Misery loves company,Not Suicide post
I'm learning to twitter!! beats doing the taxes,Not Suicide post
FUCKING END MY LIFE,Potential Suicide post
"saw it smetime back , bloody creative it is",Not Suicide post
RT : Congratulations to everyone who bought a wiretap so they could buy stuff more easily,Not Suicide post
not tired of everything.,Not Suicide post
"I want to be able to focus on solving this problem, not worrying about what might be said or done to you.",Not Suicide post
Sex dreams are my least favorite dreams. Like they're always weird and appear out of nowhere and then you think its¦,Potential Suicide post
"you guys should look into a Cube or EDH! It's fun Xion as in kingdomhearts? From your profile pic, there's some resemblance!",Not Suicide post
Im going to fucking kill myself cuz I have no purpose on this earth cuz everything I wanna do in this life has bee¦,Potential Suicide post
I swear it doesnt matter what time I go to sleep my body forever wakes up tired,Potential Suicide post
He was not tired.,Not Suicide post
Watching ellen show...,Not Suicide post
Abdul is tired now.,Not Suicide post
support for making the world better place,Not Suicide post
Caffeinated and happy,Not Suicide post
i am getting close and i am not sure what to do anymore i have been really struggeling for about 5 month now i broke up with someone who i loved very much i first turned to drinking and drugs to ease the pain but i got quite suicidal it got so bad i had to make some major changes in my life or i didnt think i was going to make it i have done absolutely everything i can to pick myself up therapy psychiatrist lexapro quit drinking quit smoking started working out started eating right started travelling focused on work and even started hobbies despite all this somet it feels like nothing is helping i can barely get out of bed most daysi amon the verge of tears every day it is difficult to do anthing its even hard to write this post i dont know what to do anymore i wake up everyday feeling like i am being tortured its been 5 months and it is driving me nuts feeling like i cant escape i could really use some words of wisdom right now,Potential Suicide post
I could but then there would be too much people around admiring me Can you send me the address of that cava bar pleaaase?,Not Suicide post
hb!,Not Suicide post
"I quit, I keep grinding but still fucking suck. I no life something and I still fucking suck. Im never gonna get i¦",Potential Suicide post
i'm tired of you¦,Potential Suicide post
I have chorus today. That makes me happy,Not Suicide post
i want to kill her.,Not Suicide post
"I'm great.somebody said&quot;u speak out of the right side of your mouth&quot; oh,it was random.I think You have sweet talking,dear",Not Suicide post
I was pretty sure that you were checking new Tweets on your iPhone during the meeting,Not Suicide post
I fucking miss you :( but youre probably better off without me.,Potential Suicide post
"Hehe, thanks.",Not Suicide post
Jon Stewart loves Twitter ;title=twitter-frenzy,Not Suicide post
"_cannabiscafe A father, whose daughter committed suicide, saying,'cannabis is very, very dangerous'is an 'instr¦",Potential Suicide post
",Michigan, USA,  Hi, I know you are scrambling to escape with no time to even save your pets or family heirlooms lest you burn alive. I know entire towns have burned to the ground and hundreds of thousands are homeless evacuees. But please take some time to let ME know how to help",Potential Suicide post
"RT : TransFact: Sadly, around 78% of transgender people who were bullied at school have thought about or attempted suicide. This ne¦",Potential Suicide post
"i need a different job, if he is gonna chat all night. he's cute so i'll get over it",Not Suicide post
jooooordan happy birthdaaaay enjoy the day and party a loot !,Not Suicide post
thanks for the photo,Not Suicide post
"_TooL,Woke ,RT : Life is hard. I never thought Id come onto social media to vent/talk about my feelings. But man my life sucks. I dont want atte¦",Potential Suicide post
"Just broke 10,000 in Xbox 360 Achievements",Not Suicide post
"_wilso   i play hockey, ive gotten penalties like that. dead play or not, you cant go i¦",Potential Suicide post
...........why the fuck would they put Daniel is in a match against Brock? Do they want him to die on Sunday?,Potential Suicide post
Sure! But would i be a rebel for not waiting til Follow Friday? haha,Not Suicide post
A day researching prices for a buffet Mrs CM is doing on Friday. Heard yesterday that the deal for our new shop is finally progressing,Not Suicide post
I thought it said &quot;looking to get A shot&quot; for a second - I'm interested in both,Not Suicide post
"_Perform Gimme that $1m, we'll take a tour to the UK, and I'll show you all the people you need",Not Suicide post
is working on her listography.,Not Suicide post
Do I have to Tell....LOL,Not Suicide post
"Short Stack, on home and away",Not Suicide post
